"id";"nome";"cidade";"latitude";"longitude";"cep";"endereco"
"617";"RAMOS";"RIO DE JANEIRO";"-22.8546";"-43.2607";"21060-425";"RUA URANOS 1033 1035"
"618";"VILA MARIA";"SAO PAULO";"-23.5008";"-46.5879";"02127-001";"AVENIDA ALBERTO BYINGTON 1933"
"619";"INDEPENDENCIA";"JUIZ DE FORA";"-21.7703";"-43.3515";"36016-321";"AVENIDA INDEPENDENCIA 1840"
"620";"SHC SERRAMAR";"CARAGUATATUBA";"-23.6574";"-45.4344";"11666-000";"AVENIDA JOSE HERCULANO 1086 LUC 4/5/6"
"621";"ITAIM PAULISTA 2";"SAO PAULO";"-23.4986";"-46.3999";"08140-000";"RUA TIBURCIO DE SOUZA 162 340"
"622";"LINHARES";"LINHARES";"-19.4013";"-40.065";"29900-052";"AVENIDA RAFAEL COMENDADOR 1324 QD71 LT1/2"
"623";"SHC ESTAÇÃO QUEIMADOS";"QUEIMADOS";"-22.7156";"-43.5514";"26383-080";"RUA ELOI TEIXEIRA S/N"
"624";"SHC NORTE SUL";"VITORIA";"-20.2502";"-40.2722";"29090-160";"AVENIDA JOSE MARIA VIVACQUA DOS SANTOS 400 EUC 207"
"625";"PORTUGUESA";"RIO DE JANEIRO";"-22.8039";"-43.2045";"21931-582";"ESTRADA DO GALEAO 2420 LOJA A"
"626";"JARAGUA";"SÃO PAULO";"-23.4338";"-46.7205";"02995-145";"ESTRADA DAS TAIPAS 4027"
"627";"GRAVATA";"GRAVATA";"-8.2153";"-35.5832";"55641-000";"RUA TENENTE CLETO CAMPELO 83 E 87"
"628";"RIO COMPRIDO";"RIO DE JANEIRO";"-22.9247";"-43.2093";"20261-190";"PRACA CONDESSA PAULO DE FRONTIN 51"
"629";"APARECIDA";"APARECIDA";"-22.8181";"-45.1813";"12570-000";"RUA BARAO DO RIO BRANCO 191"
"630";"SHC PARAGEM";"BELO HORIZONTE";"-19.9689";"-43.9648";"30455-610";"AVENIDA PROFESSOR MARIO WERNECK 1360 2(o) PISO LU"
"632";"ERMELINO MATARAZZO";"SÃO PAULO";"-23.4907";"-46.4804";"03811-020";"RUA RUI PIROZZELLI 44 COMP 50 52"
"633";"AV. ESPERANÇA";"GUARULHOS";"-23.4642";"-46.5317";"07095-005";"AVENIDA ESPERANCA 142"
"634";"SHC FARO";"SÃO JOSÉ DOS CAMPOS";"-23.1809";"-45.885";"12210-200";"RUA SEBASTIAO HUMEL 268 LJ 12 TERR"
"635";"PARACATU";"PARACATU";"-17.2163";"-46.8745";"38600-000";"RUA JOAQUIM MURTINHO 134"
"636";"IPOJUCA";"IPOJUCA";"-8.40042";"-35.0656";"55590-000";"RUA DO COMERCIO 3 PRAC G VAR"
"637";"BARREIRO";"BELO HORIZONTE";"-19.9769";"-44.0195";"30640-000";"AVENIDA SINFRONIO BROCHADO 735"
"638";"SANTA CRUZ DA SERRA";"DUQUE DE CAXIAS";"-22.6428";"-43.2827";"25255-030";"AVENIDA AUTOMOVEL CLUB 48 LOJA 121"
"639";"ENCRUZILHADA";"RECIFE";"-8.03728";"-34.8913";"52021-355";"AVENIDA JOAO DE BARROS 2010 LOJA 01"
"640";"RIBEIRÃO DAS NEVES";"RIBEIRÃO DAS NEVES";"-19.766";"-44.0887";"33805-000";"AVENIDA DOS NOGUEIRAS 49"
"641";"BARRO PRETO";"BELO HORIZONTE";"-19.922";"-43.9488";"30190-002";"AVENIDA AUGUSTO DE LIMA 1313"
"642";"CHURCHILL";"CURITIBA";"-25.519";"-49.2955";"81150-050";"AVENIDA WINSTON CHURCHILL 2567"
"643";"PINHEIROS";"SÃO PAULO";"-23.5681";"-46.6911";"05422-002";"RUA DOS PINHEIROS 1376"
"644";"CAVALEIRO";"JABOATÃO DOS GUARARA";"-8.11208";"-35.0154";"54250-603";"PRACA SEVERINA RITA COELHO 43"
"645";"SILVA LOBO";"BELO HORIZONTE";"-19.9353";"-43.9712";"30431-262";"AVENIDA SILVA LOBO 1210"
"646";"CRUZEIRO";"CRUZEIRO";"-22.5762";"-44.96";"12701-450";"RUA CORONEL JOSE DE CASTRO 713 723"
"647";"SHC CIDADE JARDIM 2";"NATAL";"-5.87267";"-35.1803";"59082-400";"AVENIDA ENGENHEIRO ROBERTO FREIRE 2920 LOJA 78"
"648";"SHC MULTISHOP VILA MARIANA";"SÃO PAULO";"-23.5814";"-46.6434";"04012-000";"RUA PELOTAS 83 LOJA 198"
"649";"PIRASSUNUNGA";"PIRASSUNUNGA";"-21.9974";"-47.4275";"13630-095";"RUA DUQUE DE CAXIAS 1350"
"650";"GLÓRIA";"RIO DE JANEIRO";"-22.9188";"-43.1772";"20241-180";"RUA DA GLORIA 190 E 190 A"
"651";"DUQUE DE CAXIAS JP";"JOÃO PESSOA";"-7.12068";"-34.8842";"58010-821";"RUA DUQUE DE CAXIAS 556"
"652";"VILA MARIA 2";"SAO PAULO";"-23.5489";"-46.6388";"02113-014";"AVENIDA GUILHERME COTCHING 1812"
"653";"BÚZIOS";"ARMACAO DE BUZIOS";"-22.747";"-41.8804";"28950-000";"AVENIDA JOSE BENTO RIBEIRO DANTAS 33 LOJA"
"654";"LOCAL BIT MAUA";"RIO DE JANEIRO";"-22.8974";"-43.1854";"20081-262";"RUA SACADURA CABRAL 122"
"655";"SIRINHAÉM";"SIRINHAÉM";"-8.29986";"-34.9949";"55580-000";"RUA MARQUES DE OLINDA 79 SUC 39"
"656";"RELAÇÃO";"RIO DE JANEIRO";"-22.9106";"-43.1843";"20231-110";"RUA DA RELACAO 33 35"
"657";"MARIA PAULA";"SAO GONCALO";"-22.8775";"-43.0266";"24756-280";"ESTRADA VELHA DE MARICA 1083 LOJA 207"
"658";"SHC GRANJA VIANA";"COTIA";"-23.5925";"-46.8351";"06709-015";"RODOVIA RAPOSO TAVARES 23500 KM 23,5"
"659";"SÃO JOÃO DA BARRA";"SÃO JOÃO DA BARRA";"-21.6349";"-41.0443";"28200-000";"AVENIDA ROTARY 510"
"660";"GOIANA";"GOIANA";"-7.56442";"-35.0097";"55900-000";"RUA BENJAMIN CONSTANT 23"
"661";"PORTO MILLER BOULEVARD";"PORTO FELIZ";"-23.213";"-47.5231";"18540-000";"RUA.DOUTOR ADHEMAR DE BARROS 345 SALAO COM"
"662";"BARRA DE SÃO JOÃO";"CASIMIRO DE ABREU";"-22.5908";"-41.9927";"28860-000";"ROD AMARAL PEIXOTO 455 LT 13 QD A"
"663";"ITAIPÚ";"NITERÓI";"-22.9446";"-43.0307";"24340-105";"AVENIDA EWERTON XAVIER 701 LT 3B QD89"
"665";"MESSEJANA";"FORTALEZA";"-3.74084";"-38.4841";"60840-350";"R CORONEL ERNESTO MATOS 496 LOJA 01"
"667";"SHC BEST VINHEDO";"VINHEDO";"-23.0267";"-46.9797";"13280-000";"AVENIDA BENEDITO STORANI 405 LOJA 10"
"668";"CAMPO LARGO";"CAMPO LARGO";"-25.4598";"-49.5276";"83601-030";"RUA XV DE NOVEMBRO 2423"
"669";"VIÇOSA";"VIÇOSA";"-20.7542";"-42.8796";"36570-000";"RUA SENADOR VAZ DE MELO 153"
"670";"SHC VILLA D'OURO";"BOITUVA";"-23.2834";"-47.6703";"18550-000";"RUA CORONEL EUGENIO MOTTA 521 LUC'S 27/2"
"671";"SHC VITRINNI";"BRASÍLIA";"-15.8369";"-48.0196";"71909-720";"RUA 13 NORTE LOTE 01 E 03 SN LOJA 54"
"672";"PRAZERES";"JABOATAO DOS GUARARA";"-8.16473";"-34.9194";"54400-200";"RUA ARAO LINS DE ANDRADE 572"
"673";"NATAL 2";"NATAL";"-5.78833";"-35.1974";"59020-065";"AVENIDA AFONSO PENA 554"
"674";"CONSELHEIRO AGUIAR";"RECIFE";"-8.12026";"-34.8972";"51020-021";"AVENIDA CONSELHEIRO AGUIAR 3595 LOJA"
"675";"BEST CENTER PINDA";"PINDAMONHANGABA";"-22.9249";"-45.4643";"12400-010";"RUA DOS ANDRADAS 463 477 LJ 04"
"676";"BEST CENTER GUARÁ";"GUARATINGUETÁ";"-22.8033";"-45.2023";"12515-010";"AVENIDA JOAO PESSOA 1189 LOJA 18"
"677";"BEST CENTER HORTOLÂNDIA";"HORTOLÂNDIA";"-22.8676";"-47.2252";"13185-153";"AVENIDA UM 1310 LOJAS 8, 9"
"678";"SPAZIO OURO VERDE";"CAMPINAS";"-22.9377";"-47.1065";"13056-460";"AVENIDA RUY RODRIGUEZ 3900 LUC N(o) A-0"
"679";"PRAÇA MAUÁ";"RIO DE JANEIRO";"-22.8974";"-43.1826";"20081-261";"RUA SACADURA CABRAL 45 E 47"
"680";"CORONEL FABRICIANO";"CORONEL FABRICIANO";"-19.5297";"-42.625";"35170-039";"RUA CORONEL SILVINO PEREIRA 66"
"681";"ALMIRANTE TAMANDARÉ";"ALMIRANTE TAMANDARÉ";"-25.3104";"-49.2976";"83501-000";"AVENIDA EMILIO JOHNSON 755"
"682";"SÃO BRAZ";"CURITIBA";"-25.4234";"-49.3508";"82300-332";"AVENIDA VEREADOR TOALDO TULIO 3910 LOJA 01"
"683";"SHC BEIRA RIO";"CACHOEIRO DE ITAPEMI";"-20.8462";"-41.122";"29300-795";"RUA BERNARDO HORTA 227 LUC 1"
"684";"RESENDE";"RESENDE";"-22.464";"-44.4482";"27542-080";"AVENIDA ALBINO DE ALMEIDA 239"
"685";"RIO BONITO";"RIO BONITO";"-22.7103";"-42.6275";"28800-000";"RUA DOUTOR MATTOS 86"
"686";"SANTA BARBARA D'OESTE";"SANTA BARBARA D'OEST";"-22.7551";"-47.4136";"13450-026";"RUA GENERAL OSORIO 541"
"687";"SHC PÁTIO OSASCO";"OSASCO";"-23.5441";"-46.7633";"06020-010";"AVENIDA DOS AUTONOMISTAS 896 LOJAS 224"
"688";"MIGUEL COUTO";"NOVA IGUAÇÚ";"-22.7059";"-43.4287";"26070-434";"RUA LUCAS RODRIGUES 45 QD 2 LT 5"
"689";"SHC GILBERTO SALOMÃO";"BRASÍLIA";"-15.8466";"-47.895";"71615-560";"SHIS CC QI 05 BLOCO F LOJA 210 SUBSOLO PARTE S/N"
"690";"SHC PLAZA TOP LIFE";"SERRA";"-20.2221";"-40.2531";"29163-165";"AVENIDA BRASIL S/N LUC 16"
"691";"SHC LAGUNA MALL";"LAGOA SANTA";"-19.6383";"-43.9046";"33400-000";"RUA ACADEMICO NILO FIGUEIREDO 1723 LUC 28 29"
"692";"VILA IZABEL";"CURITIBA";"-25.4565";"-49.2884";"80620-010";"AVENIDA REPUBLICA ARGENTINA 1115 LJS 1 E 2"
"693";"PADRE EUSTÁQUIO";"BELO HORIZONTE";"-19.9151";"-43.9737";"30720-100";"RUA PADRE EUSTAQUIO 2203"
"694";"INGLESES";"FLORIANÓPOLIS";"-27.4378";"-48.4012";"88058-001";"RODOVIA ARMANDO CALIL BULOS 6300"
"695";"FLÓRIDA CENTER";"CAMPINAS";"-22.9304";"-47.0939";"13050-470";"AVENIDA MIRANDOPOLIS 860 LOJA15 ANC"
"696";"ARENA MALL";"RIO DE JANEIRO";"-22.8857";"-43.2894";"20771-002";"AVENIDA DOM HELDER CAMARA 6001 LOJAS S, T"
"697";"SHOPPING BOUGANVILLE";"GOIANIA";"-16.6725";"-49.2896";"74150-130";"RUA  9 1855 E16LUC214P"
"698";"IGUAPE";"IGUAPE";"-24.7084";"-47.556";"11920-000";"AVENIDA XV DE NOVEMBRO 232"
"700";"POSTO BARRA";"RIO DE JANEIRO";"-22.9809";"-43.366";"22775-004";"AV AYRTON SENNA 3579 PARTE/FREN"
"701";"SHC CENTRAL PLAZA 2";"CAMPOS DOS GOYTACAZE";"-21.7554";"-41.3231";"28010-000";"PRACA SANTISSIMO SALVADOR 10 LOJA 14"
"702";"MÉIER";"RIO DE JANEIRO";"-22.905";"-43.2892";"20720-011";"RUA DIAS DA CRUZ 481"
"703";"UNIAO DA VITORIA";"UNIÃO DA VITÓRIA";"-26.2302";"-51.0872";"84600-000";"AVENIDA MANOEL RIBAS 332"
"704";"SÃO BENTO DO SUL";"SÃO BENTO DO SUL";"-26.2481";"-49.3809";"89280-355";"RUA BARAO DO RIO BRANCO 186"
"705";"ARAUCÁRIA";"ARAUCÁRIA";"-25.4268";"-49.2675";"83702-470";"RUA PRESIDENTE CARLOS CAVALCANTI 249"
"706";"CAMARAGIBE";"CAMARAGIBE";"-8.01929";"-34.9757";"54762-303";"AVENIDA DOUTOR BELMINO CORREIA 2263 QD B LT 4"
"707";"BETANIA";"BELO HORIZONTE";"-19.9601";"-43.9891";"30580-353";"RUA URSULA PAULINO 1417 1461 LJ1E2"
"708";"OURO PRETO";"BELO HORIZONTE";"-19.8724";"-43.9844";"31310-530";"RUA MONTEIRO LOBATO 315 LJ R08 N26"
"709";"GRAMACHO";"DUQUE DE CAXIAS";"-22.7573";"-43.3059";"25237-010";"AVENIDA DARCY VARGAS 2216 CASA 1 E 2"
"710";"PRAÇA DA BANDEIRA";"RIO DE JANEIRO";"-22.9109";"-43.2139";"20270-150";"PRACA DA BANDEIRA 179"
"711";"CAJATI";"CAJATI";"-24.7288";"-48.1235";"11950-000";"AVENIDA FERNANDO COSTA 222"
"712";"ABREU E LIMA";"ABREU E LIMA";"-7.8556";"-34.9056";"53565-040";"AVENIDA BRASIL 2190 LOJA 01"
"713";"ATERRADO";"VOLTA REDONDA";"-22.5055";"-44.0923";"27213-270";"AVENIDA PAULO DE FRONTIN 738"
"714";"RETA DA PENHA";"VITÓRIA";"-20.2921";"-40.3024";"29056-250";"AVENIDA NOSSA SENHORA DA PENHA 415 LOJA 01"
"715";"MATEO BEI";"SÃO PAULO";"-23.5998";"-46.4844";"03949-200";"AVENIDA MATEO BEI 1998 LT 04"
"716";"NAVEGANTES";"NAVEGANTES";"-26.9011";"-48.6523";"88370-438";"AVENIDA JOAO SACAVEM 196"
"717";"SURUBIM";"SURUBIM";"-7.83755";"-35.7584";"55750-000";"RUA SETE DE SETEMBRO 44"
"718";"INDAIATUBA";"INDAIATUBA";"-23.1044";"-47.2193";"13345-416";"RUA ORESTE MAZONI 21 E 31"
"719";"TREMEMBÉ";"TREMEMBÉ";"-22.9682";"-45.551";"12120-000";"PRACA GERALDO COSTA 58"
"720";"BEZERROS";"BEZERROS";"-8.23571";"-35.7542";"55660-000";"RUA DA MATRIZ 39"
"721";"RIO VERMELHO";"SALVADOR";"-13.0117";"-38.4914";"41950-640";"RUA JOAO GOMES 48"
"722";"SHC UNAPARK";"CABO FRIO";"-22.8235";"-42.0009";"28927-000";"RUA L S/N LT 16 QD15"
"723";"FAZENDA RIO GRANDE";"FAZENDA RIO GRANDE";"-25.6448";"-49.3146";"83833-056";"RUA FRANCISCO CLAUDINO DOS SANTO 180"
"724";"SAO FRANCISCO";"NITEROI";"-22.9203";"-43.0928";"24360-440";"AVENIDA RUY BARBOSA 39"
"725";"SHC ANCHIETA GARDEN";"BELO HORIZONTE";"-19.9513";"-43.9279";"30310-530";"RUA FRANCISCO DESLANDES 900 L161 P L01"
"726";"CASA FORTE";"RECIFE";"-8.03513";"-34.9206";"52061-540";"AVENIDA DEZESSETE DE AGOSTO 1476"
"727";"BRUSQUE";"BRUSQUE";"-27.0971";"-48.9156";"88350-002";"AVENIDA CONSUL CARLOS RENAUX 102"
"728";"PIEDADE";"JABOATÃO DOS GUARARA";"-8.17346";"-34.9165";"54400-010";"AVENIDA BERNARDO VIEIRA DE MELO 2101 LOTE 111"
"729";"SAO LOURENCO";"SAO LOURENCO";"-22.1162";"-45.0579";"37470-000";"AVENIDA DOM PEDRO II 731 LOJA 07"
"730";"SHC CENTER";"ARARANGUA";"-28.9405";"-49.4915";"88901-004";"AVENIDA: SETE DE SETEMBRO 705 LUC 92"
"731";"LEOPOLDINA";"LEOPOLDINA";"-21.532";"-42.64";"36700-000";"RUA BARAO DE COTEGIPE 46"
"732";"GRAMADO";"GRAMADO";"-29.3795";"-50.8732";"95670-000";"AVENIDA BORGES DE MEDEIROS 2659 LOJA 12"
"733";"PALHOCA";"PALHOCA";"-27.644";"-48.6651";"88130-005";"RUA CAETANO SILVEIRA MATTOS 2641"
"734";"VILA BELMIRO";"SANTOS";"-23.9528";"-46.333";"11070-101";"RUA CARVALHO DE MENDONCA 281"
"735";"VENDA NOVA";"BELO HORIZONTE";"-19.8137";"-43.9613";"31615-310";"RUA PADRE PEDRO PINTO 1260"
"736";"CAPAO DA CANOA";"CAPAO DA CANOA";"-29.7592";"-50.0181";"95555-000";"AVENIDA PARAGUASSU 2009"
"737";"PESQUEIRA";"PESQUEIRA";"-8.36273";"-36.7388";"55200-000";"RUA DUQUE DE CAXIAS 120 UA ADALBER"
"738";"SHC BELLA CITTA CENTRO";"PASSO FUNDO";"-28.2646";"-52.4073";"99010-050";"RUA CEL CHICUTA 355 SUC 122A"
"739";"SANTO ANGELO";"SANTO ANGELO";"-28.3023";"-54.2612";"98801-640";"RUA MARQUES DO HERVAL 1423"
"740";"ITABIRITO";"ITABIRITO";"-20.2543";"-43.8032";"35450-000";"AVENIDA QUEIROZ JUNIOR 127 135 LOJA 1"
"741";"CUBATAO";"CUBATAO";"-23.8823";"-46.4212";"11510-000";"AVENIDA NOVE DE ABRIL 1877"
"742";"DERBY";"RECIFE";"-8.05271";"-34.8996";"52010-150";"RUA AMARO BEZERRA 351"
"743";"IBITINGA";"IBITINGA";"-21.759";"-48.8303";"14940-000";"RUA TREZE DE MAIO 732"
"744";"IBIRITE";"IBIRITE";"-20.0203";"-44.0637";"32400-000";"RUA HELENA ANTIPOFF 495 LOJA 2"
"745";"CAPAO BONITO";"CAPAO BONITO";"-24.0067";"-48.3537";"18300-250";"RUA FLORIANO PEIXOTO 863"
"746";"SHC QUE";"BRASILIA";"-15.8068";"-48.0981";"71919-180";"RUA 36 NORTE LT 5 BL 11 LOJA 44, 45, 46, 47, 49, 50, 51, 51- SN"
"747";"TAQUARITINGA";"TAQUARITINGA";"-21.4091";"-48.5019";"15900-000";"RUA PRUDENTE DE MORAES 415"
"748";"JABOTICABAL";"JABOTICABAL";"-21.2562";"-48.3191";"14870-325";"PRACA NOVE DE JULHO 50"
"749";"VARGEM GRANDE";"RIO DE JANEIRO";"-22.9915";"-43.5052";"22785-091";"ESTRADA DOS BANDEIRANTES 24331 LJS110A116"
"750";"AFOGADOS DA INGAZEIRA";"AFOGADOS DA INGAZEIR";"-7.74726";"-37.6174";"56800-000";"PRACA PREFEITO MIGUEL DE CAMPOS GOES 95 /99"
"751";"BERTIOGA";"BERTIOGA";"-23.8395";"-46.1328";"11250-000";"AVENIDA ANCHIETA 1948"
"752";"BOULEVARD LONDRINA";"LONDRINA";"-23.3124";"-51.1467";"86027-750";"AV THEODORO VICTORELLI 150"
"753";"SHC METRO TUCURUVI";"SAO PAULO";"-23.4797";"-46.6025";"02240-000";"AVENIDA DR. ANTONIO MARIA LAET 566 SALAO COML"
"754";"CRUZ ALTA";"CRUZ ALTA";"-28.6429";"-53.6053";"98005-000";"RUA PINHEIRO MACHADO 705"
"755";"CANELA";"CANELA";"-29.3607";"-50.8129";"95680-000";"AV JULIO DE CASTILHOS 170"
"756";"SARANDI";"SARANDI";"-23.4413";"-51.873";"87111-220";"AV LONDRINA 644"
"757";"CAMAQUÃ";"CAMAQUA";"-30.8505";"-51.8135";"96180-000";"RUA GEN ZECA NETTO 831"
"758";"LIBERDADE";"SALVADOR";"-12.9478";"-38.4925";"40370-006";"ESTRADA DA LIBERDADE 357 LJ 101 105"
"759";"PRADO JUNIOR";"RIO DE JANEIRO";"-22.9626";"-43.1758";"22011-040";"AVN PRADO JUNIOR 317 E 335 LOJA C"
"760";"GRAJAÚ";"RIO DE JANEIRO";"-22.9222";"-43.2643";"20561-130";"PRC EDMUNDO REGO 38 LOJA A"
"761";"SIDROLANDIA";"SIDROLANDIA";"-20.9409";"-54.965";"79170-000";"R DORVALINO DOS SANTOS 931"
"762";"GARANHUNS 2";"GARANHUNS";"-8.88296";"-36.4793";"55295-530";"AVENIDA RUI BARBOSA 843"
"763";"BEST CENTER AVARÉ";"AVARE";"-23.0971";"-48.9187";"18701-000";"AVENIDA MAJOR RANGEL 1800 LOJA 12 13"
"764";"BEST CENTER ARARAQUARA";"ARARAQUARA";"-21.7796";"-48.1819";"14802-000";"AVENIDA PADRE FRANCISCO SALES COLTURATO 470 LOJA 14 E"
"765";"BEST CENTER TAUBATE";"TAUBATE";"-23.0047";"-45.5542";"12061-600";"RUA PADRE FISCHER 811 LOJA 09 10"
"766";"BEST CENTER SANTO ANDRE";"SANTO ANDRE";"-23.6663";"-46.4954";"09111-340";"RUA GIOVANNI BATTISTA PIRELLI 1.600 LOJA 11 1"
"767";"BEST CENTER MACAÉ";"MACAE";"-22.4018";"-41.7974";"27933-260";"RUA MARIA FRANCISCA BORGES REGO REID 128 LOJA 07-B"
"768";"BEST CENTER SOROCABA";"SOROCABA";"-23.4505";"-47.5043";"18071-036";"ESTRADA DINORAH S/N QUADRA06 L"
"769";"MALL MATOZINHOS";"MATOZINHOS";"-19.5537";"-44.0816";"35720-000";"AV. MINAS GERAIS 771 LOJAS 4A9"
"770";"MALL PAMPULHA";"BELO HORIZONTE";"-19.8427";"-43.9749";"31560-000";"AV. PORTUGAL 3450 LOJAS 1,2"
"771";"RIACHUELO";"RIO DE JANEIRO";"-22.9021";"-43.2553";"20950-090";"RUA VINTE E QUATRO DE MAIO 410 LOJA B"
"772";"LARGO SANTA RITA";"RIO DE JANEIRO";"-22.9003";"-43.181";"20091-006";"LRG SANTA RITA 6"
"773";"TIMOTEO";"TIMOTEO";"-19.5443";"-42.6534";"35180-514";"AV. JOVINO AUGUSTO DA SILVA 25 LJSBLJ9/15"
"774";"SHC CAXIAS";"DUQUE DE CAXIAS";"-22.7866";"-43.2864";"25085-008";"RODOVIA WASHINGTON LUIZ 2895 LOJAS 210R"
"775";"PILARES";"RIO DE JANEIRO";"-22.8786";"-43.2952";"20750-093";"AVN JOAO RIBEIRO 136 LOJA B"
"776";"GUAPIMIRIM";"GUAPIMIRIM";"-22.5353";"-42.9918";"25940-000";"AVN DEDO DE DEUS S/N QUADRA 1 L"
"777";"LARGO DA BATALHA";"NITEROI";"-22.9136";"-43.0732";"24310-400";"RUA REVERENDO ARMANDO FERREIRA 29"
"778";"ITAIPUAÇU";"MARICA";"-22.9399";"-42.9578";"24936-435";"AVN CARLOS MARIGHELLA 222 LOJA 8"
"779";"LOCAL PRINCESA ISABEL";"RIO DE JANEIRO";"-22.9639";"-43.1735";"22010-121";"AVN NOSSA SENHORA DE COPACABANA 31 B ENT SUPL"
"780";"AREIAS";"RECIFE";"-8.09086";"-34.9354";"50780-000";"AVENIDA DOUTOR JOSE RUFINO 1352"
"781";"ESPINHEIRO";"RECIFE";"-8.0415";"-34.8911";"52021-180";"AVENIDA JOAO DE BARROS 1482 1486"
"782";"GRAÇA ARANHA";"RIO DE JANEIRO";"-22.909";"-43.1745";"20030-002";"AVN GRACA ARANHA 81 LJS 81-A 8"
"783";"BARATA RIBEIRO";"RIO DE JANEIRO";"-22.9637";"-43.1784";"22011-002";"RUA BARATA RIBEIRO 96 LOJA B"
"784";"SANTA ISABEL";"SANTA ISABEL";"-23.321";"-46.2293";"07500-000";"AVENIDA REPUBLICA 208 LOJA 17 QU"
"785";"IMPERATRIZ 2";"RECIFE";"-8.06281";"-34.8847";"50060-120";"RUA IMPERATRIZ TEREZA CRISTINA 245 253"
"786";"IPATINGA CANAÃ";"IPATINGA";"-19.4542";"-42.5547";"35164-504";"AV. SELIM JOSE DE SALES 948"
"787";"ITAPUÃ";"SALVADOR";"-12.9311";"-38.357";"41635-150";"AVENIDA DORIVAL CAYMMI 14380 CENTRO EMP"
"788";"JARDIM BOTÂNICO";"RIO DE JANEIRO";"-22.966";"-43.2189";"22470-050";"RUA JARDIM BOTANICO 715 LOJA A"
"789";"GRAND PLAZA SANTO ANDRE";"SANTO ANDRE";"-23.6467";"-46.5338";"09080-500";"AVENIDA INDUSTRIAL 600 SUC 326"
"790";"LIMEIRA";"LIMEIRA";"-22.5634";"-47.4021";"13480-008";"PRACA TOLEDO BARROS 158 LOJA"
"791";"MAFRA";"MAFRA";"-26.1139";"-49.8051";"89300-000";"RUA FELIPE SCHMIDT 300 LOJA 02"
"792";"MARIALVA";"MARIALVA";"-23.4858";"-51.7963";"86990-000";"RUA FORMOSA 243"
"793";"24 DE MAIO";"SAO PAULO";"-23.5435";"-46.6405";"01041-000";"RUA VINTE E QUATRO DE MAIO 224"
"794";"SHC TIETÊ PLAZA";"SAO PAULO";"-23.5066";"-46.7133";"05145-907";"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES 1465 1465 SUC 2041 2"
"795";"SALTO";"SALTO";"-23.2068";"-47.2932";"13320-005";"RUA NOVE DE JULHO 134 136"
"796";"FREDERICO MEIER";"RIO DE JANEIRO";"-22.9014";"-43.2769";"20780-010";"RUA FREDERICO MEIER 26"
"797";"SANTA MARIA";"SANTA MARIA";"-29.6892";"-53.8048";"97050-002";"R DO ACAMPAMENTO 380"
"798";"SHC CENESP";"SAO PAULO";"-23.6494";"-46.7298";"05805-000";"AVENIDA MARIA COELHO AGUIAR 215 LOJA 96 A"
"801";"PINHEIROS 2";"SAO PAULO";"-23.563";"-46.6789";"05413-020";"RUA HENRIQUE SCHAUMANN 203 PARTE"
"803";"ITAIM";"SAO PAULO";"-23.5808";"-46.6749";"04531-011";"RUA PEDROSO ALVARENGA 461 PARTE"
"804";"TATUAPE";"SAO PAULO";"-23.5534";"-46.5618";"03336-000";"RUA EMILIO MARENGO 534 PARTE"
"805";"ALPHAVILLE";"BARUERI";"-23.4985";"-46.8486";"06455-000";"ALAMEDA ARAGUAIA 1383"
"806";"MOOCA 2";"SAO PAULO";"-23.5762";"-46.5871";"03149-100";"AV PAES DE BARROS 2885"
"807";"MORUMBI";"SAO PAULO";"-23.6252";"-46.7343";"05724-003";"AV GIOVANNI GRONCHI 5137 PARTE"
"808";"INTERLAGOS";"SAO PAULO";"-23.6745";"-46.6783";"04661-100";"AV INTERLAGOS 2225"
"809";"BANDEIRANTES";"SAO PAULO";"-23.6146";"-46.668";"04089-005";"ALAMEDA DOS MARACATINS 1818"
"812";"SUMARE 2";"SAO PAULO";"-23.5408";"-46.6759";"05016-110";"AV SUMARE 1334"
"814";"DOMINGOS DE MORAIS";"SAO PAULO";"-23.6018";"-46.6368";"04036-100";"RUA DOMINGOS DE MORAIS 2890"
"816";"REPUBLICA DO LIBANO";"SAO PAULO";"-23.5993";"-46.6599";"04502-300";"AV REPUBLICA DO LIBANO  2304"
"817";"BROOKLIN";"SAO PAULO";"-23.6104";"-46.6864";"04563-013";"AV PDE ANTONIO JOSE DOS SANTOS 851 PARTE"
"819";"PIRACICABA";"PIRACICABA";"-22.7233";"-47.6325";"13418-310";"RUA CAMPOS SALLES  2151"
"821";"JUNDIAI";"JUNDIAI";"-23.1849";"-46.8943";"13209-020";"AV NOVE DE JULHO 1250"
"822";"JULIO DE MESQUITA";"CAMPINAS";"-22.8978";"-47.0561";"13025-061";"AV JULIO MESQUITA 895"
"823";"SAO JOSE";"SAO JOSE DOS CAMPOS";"-23.191";"-45.8902";"12245-670";"RUA FRANCISCO BERLING 20"
"824";"SHC CONTINENTAL";"SAO PAULO";"-23.5479";"-46.7568";"05328-020";"AV LEAO MACHADO 100 LOJA P-36"
"826";"CHILE";"CURITIBA";"-25.4525";"-49.2697";"80220-080";"RUA LAMENHA LINS 1898 PARTE"
"827";"SAUDE";"SAO PAULO";"-23.6225";"-46.6289";"04152-000";"RUA ELISA SILVEIRA 57"
"828";"PORTAO";"CURITIBA";"-25.4676";"-49.2954";"80320-250";"RUA FRANCISCO FRISCHMANN 2597 PARTE"
